,id,x_abs,y_abs,x_rel,y_rel,width,height,label,filename,aspect_ratio,n_colors,contrast
17,0.0,342.0,253.0,0.203571428571,0.0161475619096,985.0,53.0,5,10-lifestyle-blogs-i-enjoy-.html,18.5849056604,286.0,0.0996456278134
18,1.0,1126.0,1.0,0.670238095238,6.3824355374e-05,200.0,45.0,3,10-lifestyle-blogs-i-enjoy-.html,4.44444444444,50.0,0.025
19,2.0,1015.0,328.0,0.604166666667,0.0209343885627,307.0,301.0,2,10-lifestyle-blogs-i-enjoy-.html,1.01993355482,83.0,0.107838150789
20,3.0,352.0,2829.0,0.209523809524,0.180559101353,633.0,75.0,4,10-lifestyle-blogs-i-enjoy-.html,8.44,326.0,0.122506582412
21,4.0,355.0,4491.0,0.21130952381,0.286635179985,641.0,432.0,2,10-lifestyle-blogs-i-enjoy-.html,1.4837962963,4625.0,0.123512162709
22,5.0,532.0,270.0,0.316666666667,0.017232575951,67.0,21.0,4,10-lifestyle-blogs-i-enjoy-.html,3.19047619048,15.0,0.164179104478
23,6.0,941.0,268.0,0.560119047619,0.0171049272402,67.0,24.0,4,10-lifestyle-blogs-i-enjoy-.html,2.79166666667,24.0,0.123756218905
24,7.0,1264.0,917.0,0.752380952381,0.058526933878,58.0,52.0,1,10-lifestyle-blogs-i-enjoy-.html,1.11538461538,23.0,0.135278514589
25,8.0,1068.0,919.0,0.635714285714,0.0586545825887,51.0,52.0,1,10-lifestyle-blogs-i-enjoy-.html,0.980769230769,10.0,0.112368024133
26,9.0,1169.0,919.0,0.695833333333,0.0586545825887,49.0,53.0,1,10-lifestyle-blogs-i-enjoy-.html,0.924528301887,8.0,0.0901039661147
27,10.0,1029.0,1164.0,0.6125,0.0742915496553,204.0,50.0,3,10-lifestyle-blogs-i-enjoy-.html,4.08,17.0,0.051568627451
28,11.0,1231.0,1167.0,0.732738095238,0.0744830227215,78.0,45.0,0,10-lifestyle-blogs-i-enjoy-.html,1.73333333333,15.0,0.114245014245
32,15.0,356.0,7022.0,0.211904761905,0.448174623436,560.0,831.0,2,10-lifestyle-blogs-i-enjoy-.html,0.673886883273,21133.0,0.0594056214544
33,0.0,382.0,261.0,0.227380952381,0.047758462946,915.0,57.0,5,101books.net,16.0526315789,114.0,0.0412616240054
34,1.0,1070.0,743.0,0.636904761905,0.135956084172,119.0,29.0,3,101books.net,4.10344827586,4.0,0.041437264561
35,2.0,1186.0,744.0,0.705952380952,0.136139066789,41.0,27.0,0,101books.net,1.51851851852,4.0,0.16982836495
36,3.0,1266.0,690.0,0.753571428571,0.126258005489,28.0,25.0,1,101books.net,1.12,18.0,0.214285714286
37,4.0,1208.0,689.0,0.719047619048,0.126075022873,25.0,27.0,1,101books.net,0.925925925926,22.0,0.174814814815
38,5.0,1237.0,689.0,0.73630952381,0.126075022873,26.0,26.0,1,101books.net,1.0,18.0,0.168639053254
39,6.0,1067.0,933.0,0.635119047619,0.170722781336,221.0,26.0,3,101books.net,8.5,32.0,0.173686042464
40,7.0,1065.0,967.0,0.633928571429,0.176944190302,73.0,33.0,0,101books.net,2.21212121212,14.0,0.111249481112
43,10.0,510.0,1605.0,0.303571428571,0.293687099726,73.0,27.0,0,101books.net,2.7037037037,4.0,0.155758498224
44,11.0,509.0,1643.0,0.302976190476,0.300640439158,69.0,36.0,0,101books.net,1.91666666667,13.0,0.0559581320451
45,12.0,823.0,1603.0,0.489880952381,0.293321134492,46.0,33.0,0,101books.net,1.39393939394,8.0,0.160737812912
46,13.0,508.0,1731.0,0.302380952381,0.316742909424,516.0,396.0,4,101books.net,1.30303030303,687.0,0.0771621251272
48,15.0,734.0,342.0,0.436904761905,0.0625800548948,310.0,294.0,2,101books.net,1.05442176871,1487.0,0.0805793285056
49,16.0,749.0,427.0,0.445833333333,0.0781335773102,210.0,124.0,4,101books.net,1.6935483871,107.0,0.127265745008
50,0.0,246.0,1.0,0.146428571429,4.80584390619e-05,790.0,46.0,5,2,17.1739130435,75.0,0.0370115575124
51,1.0,1202.0,12.0,0.715476190476,0.000576701268743,18.0,25.0,1,2,0.72,3.0,0.0755555555556
52,2.0,1321.0,13.0,0.78630952381,0.000624759707805,26.0,26.0,1,2,1.0,2.0,0.0710059171598
53,3.0,1392.0,10.0,0.828571428571,0.000480584390619,32.0,30.0,1,2,1.06666666667,2.0,0.0739583333333
54,4.0,1105.0,253.0,0.657738095238,0.0121587850827,319.0,109.0,2,2,2.92660550459,352.0,0.102585487907
55,5.0,1311.0,303.0,0.780357142857,0.0145617070358,96.0,20.0,4,2,4.8,65.0,0.194791666667
56,6.0,1111.0,567.0,0.66130952381,0.0272491349481,310.0,110.0,2,2,2.81818181818,437.0,0.0599120234604
57,7.0,1314.0,603.0,0.782142857143,0.0289792387543,93.0,38.0,4,2,2.44736842105,32.0,0.125919637804
58,8.0,282.0,979.0,0.167857142857,0.0470492118416,740.0,97.0,4,2,7.62886597938,413.0,0.0994148787963
59,9.0,1109.0,1854.0,0.660119047619,0.0891003460208,312.0,611.0,2,2,0.510638297872,1086.0,0.0412102899828
60,10.0,1219.0,2415.0,0.725595238095,0.116061130334,91.0,29.0,4,2,3.13793103448,67.0,0.181508147025
61,11.0,1187.0,1873.0,0.706547619048,0.0900134563629,153.0,28.0,4,2,5.46428571429,58.0,0.190943043884
62,12.0,288.0,2627.0,0.171428571429,0.126249519416,158.0,42.0,0,2,3.7619047619,17.0,0.0443037974684
64,14.0,1149.0,3509.0,0.683928571429,0.168637062668,232.0,47.0,3,2,4.93617021277,18.0,0.0301724137931
65,15.0,1200.0,3569.0,0.714285714286,0.171520569012,128.0,46.0,0,2,2.78260869565,16.0,0.106657608696
66,16.0,1173.0,3468.0,0.698214285714,0.166666666667,180.0,24.0,4,2,7.5,26.0,0.124768518519
68,18.0,484.0,10.0,0.288095238095,0.000480584390619,128.0,27.0,4,2,4.74074074074,15.0,0.0891203703704
111,0.0,356.0,116.0,0.211904761905,0.0231075697211,587.0,47.0,5,academipad,12.4893617021,112.0,0.0471564754069
112,1.0,1091.0,126.0,0.649404761905,0.0250996015936,172.0,34.0,3,academipad,5.05882352941,29.0,0.117647058824
113,2.0,1260.0,127.0,0.75,0.0252988047809,54.0,32.0,0,academipad,1.6875,28.0,0.141782407407
114,3.0,516.0,208.0,0.307142857143,0.0414342629482,643.0,44.0,4,academipad,14.6136363636,156.0,0.101123992648
115,4.0,396.0,296.0,0.235714285714,0.0589641434263,884.0,304.0,2,academipad,2.90789473684,7497.0,0.0359646642058
116,5.0,918.0,336.0,0.546428571429,0.0669322709163,318.0,86.0,4,academipad,3.6976744186,714.0,0.0948149773292
117,6.0,877.0,481.0,0.522023809524,0.0958167330677,394.0,89.0,4,academipad,4.42696629213,955.0,0.10811042035
119,8.0,1007.0,848.0,0.599404761905,0.168924302789,174.0,42.0,3,academipad,4.14285714286,45.0,0.0625342090859
120,9.0,1179.0,851.0,0.701785714286,0.169521912351,100.0,40.0,0,academipad,2.5,49.0,0.13525
121,10.0,1001.0,771.0,0.595833333333,0.153585657371,275.0,79.0,4,academipad,3.48101265823,117.0,0.110563866513
122,11.0,1002.0,888.0,0.596428571429,0.176892430279,176.0,20.0,4,academipad,8.8,32.0,0.15625
124,13.0,387.0,1727.0,0.230357142857,0.344023904382,156.0,154.0,1,academipad,1.01298701299,534.0,0.0528638028638
125,14.0,385.0,1922.0,0.229166666667,0.382868525896,157.0,157.0,2,academipad,1.0,375.0,0.0736338188162
126,15.0,386.0,2123.0,0.229761904762,0.422908366534,157.0,158.0,2,academipad,0.993670886076,600.0,0.0771587519149
130,19.0,547.0,1778.0,0.325595238095,0.354183266932,428.0,90.0,4,academipad,4.75555555556,317.0,0.132139148494
131,20.0,1003.0,1003.0,0.597023809524,0.199800796813,147.0,28.0,0,academipad,5.25,22.0,0.181000971817
132,21.0,997.0,921.0,0.593452380952,0.183466135458,49.0,31.0,0,academipad,1.58064516129,22.0,0.181040157999
133,0.0,276.0,340.0,0.164285714286,0.0888192267503,37.0,25.0,1,arablit.org,1.48,3.0,0.0691891891892
134,1.0,658.0,412.0,0.391666666667,0.10762800418,402.0,33.0,4,arablit.org,12.1818181818,82.0,0.156791798583
135,2.0,642.0,774.0,0.382142857143,0.202194357367,438.0,69.0,4,arablit.org,6.34782608696,164.0,0.101614717755
136,3.0,725.0,1332.0,0.431547619048,0.347962382445,181.0,53.0,0,arablit.org,3.41509433962,125.0,0.101011153966
137,4.0,711.0,1144.0,0.423214285714,0.298850574713,306.0,259.0,2,arablit.org,1.18146718147,957.0,0.0893961188079
138,5.0,1115.0,1825.0,0.66369047619,0.476750261233,259.0,31.0,3,arablit.org,8.35483870968,36.0,0.213227051937
139,6.0,1116.0,1862.0,0.664285714286,0.486415882968,60.0,38.0,0,arablit.org,1.57894736842,11.0,0.140789473684
144,11.0,1112.0,2831.0,0.661904761905,0.739550679206,229.0,39.0,0,arablit.org,5.87179487179,32.0,0.133131788154
145,12.0,564.0,3593.0,0.335714285714,0.938610240334,275.0,50.0,3,arablit.org,5.5,25.0,0.0509818181818
146,13.0,562.0,3565.0,0.334523809524,0.931295715778,80.0,25.0,4,arablit.org,3.2,11.0,0.161
147,14.0,681.0,3439.0,0.405357142857,0.898380355277,250.0,48.0,0,arablit.org,5.20833333333,19.0,0.0631666666667
148,15.0,1355.0,279.0,0.806547619048,0.0728840125392,39.0,29.0,1,arablit.org,1.34482758621,10.0,0.05216622458
149,16.0,4.0,3.0,0.00238095238095,0.000783699059561,31.0,35.0,1,arablit.org,0.885714285714,1.0,0.0
168,0.0,467.0,495.0,0.277976190476,0.0141959907081,771.0,62.0,5,behindthefoodcarts.com,12.435483871,1175.0,0.0427387975399
169,1.0,479.0,512.0,0.285119047619,0.0146835297829,69.0,23.0,4,behindthefoodcarts.com,3.0,26.0,0.153119092628
170,2.0,857.0,515.0,0.510119047619,0.0147695660902,69.0,21.0,4,behindthefoodcarts.com,3.28571428571,55.0,0.177363699103
171,3.0,1110.0,511.0,0.660714285714,0.0146548510138,32.0,31.0,1,behindthefoodcarts.com,1.03225806452,38.0,0.0806451612903
172,4.0,1147.0,513.0,0.682738095238,0.014712208552,33.0,28.0,1,behindthefoodcarts.com,1.17857142857,33.0,0.0508658008658
173,5.0,1190.0,509.0,0.708333333333,0.0145974934756,28.0,31.0,1,behindthefoodcarts.com,0.903225806452,35.0,0.0414746543779
174,6.0,495.0,625.0,0.294642857143,0.017924230692,696.0,53.0,4,behindthefoodcarts.com,13.1320754717,122.0,0.0
175,7.0,436.0,692.0,0.259523809524,0.0198457082222,809.0,538.0,2,behindthefoodcarts.com,1.50371747212,7721.0,0.0657496289421
177,9.0,428.0,3128.0,0.254761904762,0.0897071897674,827.0,142.0,4,behindthefoodcarts.com,5.82394366197,251.0,0.116448388031
178,10.0,433.0,4570.0,0.257738095238,0.13106197482,815.0,550.0,2,behindthefoodcarts.com,1.48181818182,8075.0,0.0406090351366
179,0.0,376.0,160.0,0.22380952381,0.00407052179001,726.0,486.0,2,beingmark.com,1.49382716049,12252.0,0.091954902561
182,3.0,1125.0,132.0,0.669642857143,0.00335818047676,67.0,27.0,0,beingmark.com,2.48148148148,8.0,0.198452183527
183,4.0,1125.0,114.0,0.669642857143,0.00290024677538,180.0,20.0,3,beingmark.com,9.0,26.0,0.308611111111
184,5.0,988.0,613.0,0.588095238095,0.015595186608,97.0,16.0,4,beingmark.com,6.0625,5.0,0.223582474227
185,6.0,375.0,2181.0,0.223214285714,0.0554863001501,729.0,486.0,2,beingmark.com,1.5,9667.0,0.030677911565
186,7.0,986.0,2632.0,0.586904761905,0.0669600834457,101.0,21.0,4,beingmark.com,4.80952380952,22.0,0.153701084394
187,8.0,369.0,3238.0,0.219642857143,0.0823771847254,131.0,46.0,4,beingmark.com,2.84782608696,22.0,0.0907733156323
188,9.0,375.0,7138.0,0.223214285714,0.181596153357,676.0,33.0,4,beingmark.com,20.4848484848,140.0,0.123677604447
189,10.0,1242.0,989.0,0.739285714286,0.0251609128145,49.0,25.0,0,beingmark.com,1.96,6.0,0.195918367347
190,0.0,1085.0,395.0,0.645833333333,0.0151144103467,202.0,43.0,4,blog.labguru.com,4.6976744186,81.0,0.184089339166
191,1.0,1047.0,248.0,0.623214285714,0.00948955383791,277.0,279.0,2,blog.labguru.com,0.992831541219,2194.0,0.0521201299121
192,2.0,355.0,635.0,0.21130952381,0.0242978495447,669.0,39.0,4,blog.labguru.com,17.1538461538,290.0,0.17435130888
193,3.0,350.0,583.0,0.208333333333,0.0223081043851,496.0,40.0,4,blog.labguru.com,12.4,95.0,0.126814516129
194,4.0,1048.0,548.0,0.62380952381,0.0209688528354,277.0,284.0,2,blog.labguru.com,0.975352112676,1403.0,0.080973203844
195,5.0,643.0,1398.0,0.382738095238,0.0534935333282,253.0,60.0,3,blog.labguru.com,4.21666666667,30.0,0.0281949934124
196,6.0,899.0,1398.0,0.535119047619,0.0534935333282,138.0,61.0,0,blog.labguru.com,2.26229508197,16.0,0.0728201473034
198,8.0,693.0,3036.0,0.4125,0.116170505854,292.0,199.0,2,blog.labguru.com,1.46733668342,748.0,0.223549253115
200,10.0,1076.0,89.0,0.640476190476,0.00340552536925,243.0,32.0,5,blog.labguru.com,7.59375,213.0,0.11908436214
201,11.0,2.0,3.0,0.00119047619048,0.000114792989975,39.0,34.0,1,blog.labguru.com,1.14705882353,4.0,0.0294117647059
202,12.0,690.0,2214.0,0.410714285714,0.0847172266014,279.0,47.0,4,blog.labguru.com,5.93617021277,125.0,0.16906886296
204,1.0,435.0,10.0,0.258928571429,0.000848536274926,162.0,25.0,3,blogs,6.48,2.0,0.166913580247
205,2.0,595.0,7.0,0.354166666667,0.000593975392448,54.0,32.0,0,blogs,1.6875,7.0,0.153935185185
206,3.0,922.0,1.0,0.54880952381,8.48536274926e-05,411.0,40.0,5,blogs,10.275,54.0,0.10796836983
207,4.0,1014.0,9.0,0.603571428571,0.000763682647433,55.0,25.0,4,blogs,2.2,8.0,0.149818181818
208,5.0,1153.0,5.0,0.68630952381,0.000424268137463,59.0,31.0,4,blogs,1.90322580645,8.0,0.104975396391
209,6.0,1238.0,185.0,0.736904761905,0.0156979210861,86.0,33.0,0,blogs,2.60606060606,21.0,0.124735729387
210,7.0,348.0,180.0,0.207142857143,0.0152736529487,838.0,83.0,5,blogs,10.0963855422,317.0,0.140394513615
211,8.0,923.0,187.0,0.549404761905,0.0158676283411,124.0,27.0,3,blogs,4.59259259259,12.0,0.121266427718
212,9.0,1051.0,189.0,0.625595238095,0.0160373355961,125.0,26.0,3,blogs,4.80769230769,5.0,0.125538461538
213,10.0,355.0,857.0,0.21130952381,0.0727195587611,627.0,261.0,4,blogs,2.40229885057,602.0,0.128911620745
216,13.0,373.0,47.0,0.222023809524,0.00398812049215,108.0,118.0,1,blogs,0.915254237288,179.0,0.0694444444444
217,14.0,486.0,79.0,0.289285714286,0.00670343657191,225.0,51.0,4,blogs,4.41176470588,150.0,0.122178649237
219,1.0,342.0,413.0,0.203571428571,0.066388040508,42.0,39.0,1,body,1.07692307692,15.0,0.101343101343
220,2.0,386.0,413.0,0.229761904762,0.066388040508,42.0,41.0,0,body,1.0243902439,12.0,0.0894308943089
221,3.0,515.0,412.0,0.306547619048,0.0662272946472,39.0,39.0,1,body,1.0,16.0,0.140039447732
222,4.0,601.0,412.0,0.357738095238,0.0662272946472,40.0,42.0,1,body,0.952380952381,15.0,0.107738095238
223,5.0,417.0,0.0,0.248214285714,0.0,819.0,50.0,5,body,16.38,88.0,0.0436385836386
224,6.0,599.0,13.0,0.356547619048,0.00208969619032,158.0,19.0,4,body,8.31578947368,18.0,0.140239840107
225,7.0,842.0,14.0,0.50119047619,0.00225044205112,95.0,23.0,4,body,4.13043478261,12.0,0.103890160183
227,9.0,357.0,1113.0,0.2125,0.178910143064,311.0,41.0,3,body,7.58536585366,17.0,0.130813269547
228,10.0,358.0,1156.0,0.213095238095,0.185822215078,308.0,42.0,0,body,7.33333333333,10.0,0.0681045145331
229,11.0,407.0,1067.0,0.242261904762,0.171515833467,213.0,28.0,4,body,7.60714285714,45.0,0.130114017438
230,12.0,336.0,2675.0,0.2,0.429995177624,354.0,353.0,2,body,1.00283286119,1928.0,0.0477905283206
231,13.0,337.0,2575.0,0.200595238095,0.413920591545,274.0,32.0,3,body,8.5625,15.0,0.0509808394161
232,14.0,609.0,2575.0,0.3625,0.413920591545,70.0,33.0,0,body,2.12121212121,6.0,0.152380952381
233,15.0,735.0,2661.0,0.4375,0.427744735573,595.0,59.0,4,body,10.0847457627,329.0,0.15855291269
234,0.0,209.0,375.0,0.123158515027,0.0152842877522,28.0,28.0,1,cocoandmingo.com,1.0,12.0,0.030612244898
235,1.0,336.0,375.0,0.197996464349,0.0152842877522,29.0,30.0,1,cocoandmingo.com,0.966666666667,7.0,0.0
236,2.0,994.0,107.0,0.585739540365,0.00436111677196,503.0,48.0,5,cocoandmingo.com,10.4791666667,83.0,0.0424536116634
237,3.0,1149.0,121.0,0.67707719505,0.00493173018137,48.0,22.0,4,cocoandmingo.com,2.18181818182,4.0,0.153409090909
238,4.0,1325.0,121.0,0.780789628757,0.00493173018137,59.0,21.0,4,cocoandmingo.com,2.80952380952,7.0,0.146892655367
239,5.0,175.0,1435.0,0.103123158515,0.058487874465,287.0,53.0,3,cocoandmingo.com,5.41509433962,11.0,0.0917756886464
241,7.0,176.0,2051.0,0.103712433707,0.0835948644793,260.0,35.0,3,cocoandmingo.com,7.42857142857,21.0,0.0296703296703
242,8.0,177.0,2085.0,0.104301708898,0.0849806399022,259.0,38.0,3,cocoandmingo.com,6.81578947368,23.0,0.0257061572851
243,9.0,177.0,2123.0,0.104301708898,0.0865294477277,260.0,38.0,3,cocoandmingo.com,6.84210526316,28.0,0.0358299595142
247,13.0,571.0,2699.0,0.336476134355,0.110006113715,759.0,75.0,4,cocoandmingo.com,10.12,220.0,0.103451910408
248,14.0,187.0,5113.0,0.110194460813,0.208396168739,266.0,261.0,2,cocoandmingo.com,1.01915708812,1607.0,0.0689367095901
249,15.0,213.0,5199.0,0.125515615793,0.211901365396,214.0,59.0,4,cocoandmingo.com,3.62711864407,334.0,0.143830191668
250,16.0,207.0,5266.0,0.121979964643,0.214632158141,228.0,20.0,4,cocoandmingo.com,11.4,93.0,0.147587719298
251,17.0,267.0,5337.0,0.157336476134,0.217525983289,104.0,21.0,4,cocoandmingo.com,4.95238095238,68.0,0.216117216117
252,18.0,174.0,5490.0,0.102533883324,0.223761972692,290.0,55.0,0,cocoandmingo.com,5.27272727273,50.0,0.0428840125392
254,0.0,543.0,254.0,0.323214285714,0.0933137398971,593.0,76.0,5,contact-joy,7.80263157895,76.0,0.091106771989
255,1.0,834.0,446.0,0.496428571429,0.163850110213,569.0,165.0,4,contact-joy,3.44848484848,467.0,0.0943388187676
257,3.0,1053.0,871.0,0.626785714286,0.319985304923,163.0,53.0,3,contact-joy,3.07547169811,16.0,0.0420187521704
258,4.0,1052.0,925.0,0.62619047619,0.339823659074,93.0,55.0,0,contact-joy,1.69090909091,15.0,0.0457478005865
259,5.0,949.0,884.0,0.564880952381,0.324761204996,105.0,26.0,4,contact-joy,4.03846153846,19.0,0.147985347985
260,6.0,564.0,1554.0,0.335714285714,0.570903747245,271.0,272.0,2,contact-joy,0.996323529412,1183.0,0.0700835684827
261,7.0,953.0,1934.0,0.567261904762,0.710506980162,283.0,48.0,3,contact-joy,5.89583333333,16.0,0.026722614841
262,8.0,1025.0,1983.0,0.610119047619,0.728508449669,126.0,49.0,0,contact-joy,2.57142857143,14.0,0.131843213476
264,0.0,363.0,215.0,0.216071428571,0.00727531131565,932.0,55.0,5,deliberatereader.com,16.9454545455,255.0,0.0656652360515
265,1.0,439.0,230.0,0.26130952381,0.00778289117488,63.0,25.0,4,deliberatereader.com,2.52,8.0,0.11873015873
266,2.0,1006.0,290.0,0.59880952381,0.0098132106118,39.0,37.0,1,deliberatereader.com,1.05405405405,33.0,0.204435204435
267,3.0,1114.0,291.0,0.663095238095,0.00984704926909,37.0,36.0,1,deliberatereader.com,1.02777777778,37.0,0.258258258258
268,4.0,1186.0,289.0,0.705952380952,0.00977937195452,37.0,39.0,1,deliberatereader.com,0.948717948718,40.0,0.179487179487
269,5.0,374.0,422.0,0.222619047619,0.014279913373,613.0,60.0,4,deliberatereader.com,10.2166666667,247.0,0.124007612833
271,7.0,1100.0,1197.0,0.654761904762,0.0405048727666,99.0,40.0,0,deliberatereader.com,2.475,21.0,0.162878787879
272,8.0,1073.0,1151.0,0.63869047619,0.0389482945317,154.0,35.0,3,deliberatereader.com,4.4,4.0,0.0593692022263
273,9.0,1067.0,1107.0,0.635119047619,0.0374593936113,165.0,25.0,4,deliberatereader.com,6.6,28.0,0.144242424242
274,10.0,1005.0,1313.0,0.598214285714,0.0444301570114,185.0,45.0,0,deliberatereader.com,4.11111111111,31.0,0.170690690691
275,11.0,1007.0,1426.0,0.599404761905,0.0482539252842,202.0,39.0,3,deliberatereader.com,5.17948717949,22.0,0.0567402894136
276,12.0,1207.0,1426.0,0.718452380952,0.0482539252842,76.0,37.0,0,deliberatereader.com,2.05405405405,16.0,0.174964438122
279,15.0,386.0,1693.0,0.229761904762,0.0572888467786,96.0,30.0,0,deliberatereader.com,3.2,17.0,0.0868055555556
280,16.0,391.0,1696.0,0.232738095238,0.0573903627504,23.0,25.0,1,deliberatereader.com,0.92,5.0,0.0695652173913
281,17.0,560.0,1691.0,0.333333333333,0.057221169464,84.0,36.0,0,deliberatereader.com,2.33333333333,12.0,0.0671296296296
282,18.0,566.0,1697.0,0.336904761905,0.0574242014077,23.0,23.0,1,deliberatereader.com,1.0,2.0,0.0888468809074
283,19.0,642.0,1690.0,0.382142857143,0.0571873308067,91.0,36.0,0,deliberatereader.com,2.52777777778,16.0,0.0866910866911
284,20.0,645.0,1696.0,0.383928571429,0.0573903627504,23.0,24.0,1,deliberatereader.com,0.958333333333,2.0,0.148550724638
285,21.0,699.0,1004.0,0.416071428571,0.0339740119112,285.0,225.0,4,deliberatereader.com,1.26666666667,468.0,0.139695906433
287,0.0,1107.0,613.0,0.658928571429,0.0345956318077,81.0,83.0,1,didyoumakethat.com,0.975903614458,49.0,0.11795329466
288,1.0,1189.0,696.0,0.707738095238,0.0392798690671,79.0,80.0,1,didyoumakethat.com,0.9875,48.0,0.103164556962
289,2.0,1084.0,795.0,0.645238095238,0.0448670918223,136.0,32.0,3,didyoumakethat.com,4.25,6.0,0.100643382353
290,3.0,1216.0,795.0,0.72380952381,0.0448670918223,55.0,32.0,0,didyoumakethat.com,1.71875,6.0,0.141477272727
291,4.0,385.0,865.0,0.229166666667,0.0488176533664,643.0,98.0,4,didyoumakethat.com,6.5612244898,487.0,0.149649284286
292,5.0,387.0,981.0,0.230357142857,0.055364298211,646.0,512.0,2,didyoumakethat.com,1.26171875,4740.0,0.0208524816176
293,6.0,384.0,3563.0,0.228571428571,0.201083582595,442.0,38.0,4,didyoumakethat.com,11.6315789474,106.0,0.124017623244
295,8.0,388.0,250.0,0.230952380952,0.0141091483718,50.0,24.0,4,didyoumakethat.com,2.08333333333,9.0,0.141666666667
296,9.0,586.0,249.0,0.34880952381,0.0140527117783,179.0,26.0,4,didyoumakethat.com,6.88461538462,43.0,0.150193382037
297,10.0,373.0,244.0,0.222023809524,0.0137705288109,606.0,37.0,5,didyoumakethat.com,16.3783783784,113.0,0.0933458210686
299,12.0,1112.0,320.0,0.661904761905,0.0180597099159,168.0,226.0,2,didyoumakethat.com,0.743362831858,761.0,0.112331437
300,13.0,1121.0,504.0,0.667261904762,0.0284440431176,152.0,26.0,4,didyoumakethat.com,5.84615384615,72.0,0.156629554656
301,14.0,1097.0,562.0,0.652976190476,0.0317173655398,178.0,38.0,0,didyoumakethat.com,4.68421052632,31.0,0.210082791248
302,15.0,1087.0,2106.0,0.647023809524,0.118855465884,206.0,130.0,2,didyoumakethat.com,1.58461538462,728.0,0.116952949963
303,16.0,1092.0,2166.0,0.65,0.122241661493,104.0,62.0,4,didyoumakethat.com,1.67741935484,193.0,0.166408188586
304,17.0,1100.0,2120.0,0.654761904762,0.119645578193,48.0,43.0,4,didyoumakethat.com,1.11627906977,58.0,0.22238372093
305,0.0,1107.0,617.0,0.658928571429,0.0310284133769,80.0,33.0,4,drawandshoot.me,2.42424242424,10.0,0.10946969697
306,1.0,1108.0,655.0,0.659523809524,0.032939401559,186.0,53.0,3,drawandshoot.me,3.50943396226,15.0,0.0233313045242
307,2.0,1108.0,936.0,0.659523809524,0.0470706562736,273.0,38.0,3,drawandshoot.me,7.18421052632,44.0,0.0712357817621
308,3.0,1106.0,985.0,0.658333333333,0.0495348252452,167.0,72.0,0,drawandshoot.me,2.31944444444,26.0,0.0321024617432
310,5.0,285.0,617.0,0.169642857143,0.0310284133769,339.0,34.0,4,drawandshoot.me,9.97058823529,57.0,0.146538261322
311,6.0,676.0,720.0,0.402380952381,0.0362081971335,379.0,579.0,2,drawandshoot.me,0.654576856649,221.0,0.0172028016642
313,8.0,1096.0,84.0,0.652380952381,0.00422428966558,300.0,41.0,5,drawandshoot.me,7.31707317073,47.0,0.0743902439024
315,10.0,284.0,171.0,0.169047619048,0.00859944681921,1110.0,419.0,2,drawandshoot.me,2.6491646778,7191.0,0.026848566944
318,0.0,393.0,166.0,0.233928571429,0.00533230541904,897.0,266.0,2,eatanddust.com,3.37218045113,7164.0,0.182819087853
320,2.0,387.0,553.0,0.230357142857,0.0177636439562,250.0,31.0,4,eatanddust.com,8.06451612903,50.0,0.146580645161
321,3.0,391.0,1102.0,0.232738095238,0.0353987986252,575.0,434.0,2,eatanddust.com,1.32488479263,10959.0,0.106760168303
