id,x_abs,y_abs,x_rel,y_rel,width,height,label,filename
1,1202,12,0.7154761904761905,0.0005767012687427913,18,25,Icon,2
2,1321,13,0.7863095238095238,0.0006247597078046905,26,26,Icon,2
3,1392,10,0.8285714285714286,0.00048058439061899266,32,30,Icon,2
4,1105,253,0.6577380952380952,0.012158785082660516,319,109,Image,2
5,1311,303,0.7803571428571429,0.014561707035755482,96,20,Text,2
6,1111,567,0.6613095238095238,0.027249134948096887,310,110,Image,2
7,1314,603,0.7821428571428571,0.028979238754325263,93,38,Text,2
8,282,979,0.16785714285714284,0.04704921184159939,740,97,Text,2
9,1109,1854,0.6601190476190476,0.08910034602076125,312,611,Image,2
10,1219,2415,0.7255952380952381,0.11606113033448676,91,29,Text,2
11,1187,1873,0.7065476190476191,0.09001345636293734,153,28,Text,2
12,288,2627,0.17142857142857146,0.12624951941560938,158,42,Button,2
13,1105,3447,0.6577380952380952,0.1656574394463668,320,202,Form,2
14,1149,3509,0.6839285714285714,0.16863706266820452,232,47,Input field,2
15,1200,3569,0.7142857142857143,0.1715205690119185,128,46,Button,2
16,1173,3468,0.6982142857142857,0.16666666666666666,180,24,Text,2
17,1125,2513,0.6696428571428571,0.12077085736255284,285,288,List,2
18,484,10,0.2880952380952381,0.00048058439061899266,128,27,Text,2
0,356,116,0.2119047619047619,0.023107569721115537,587,47,Navigation Menu,academipad
1,1091,126,0.6494047619047619,0.0250996015936255,172,34,Input field,academipad
2,1260,127,0.75,0.02529880478087649,54,32,Button,academipad
3,516,208,0.3071428571428572,0.04143426294820717,643,44,Text,academipad
4,396,296,0.2357142857142857,0.05896414342629482,884,304,Image,academipad
5,918,336,0.5464285714285714,0.06693227091633466,318,86,Text,academipad
6,877,481,0.5220238095238096,0.09581673306772907,394,89,Text,academipad
7,989,762,0.5886904761904762,0.15179282868525895,311,164,Form,academipad
8,1007,848,0.5994047619047619,0.16892430278884465,174,42,Input field,academipad
9,1179,851,0.7017857142857142,0.1695219123505976,100,40,Button,academipad
10,1001,771,0.5958333333333333,0.15358565737051794,275,79,Text,academipad
11,1002,888,0.5964285714285714,0.17689243027888446,176,20,Text,academipad
12,988,1050,0.5880952380952381,0.20916334661354585,325,409,List,academipad
13,387,1727,0.23035714285714284,0.3440239043824701,156,154,Icon,academipad
14,385,1922,0.22916666666666666,0.3828685258964144,157,157,Image,academipad
15,386,2123,0.22976190476190475,0.4229083665338645,157,158,Image,academipad
16,377,2895,0.2244047619047619,0.5766932270916335,597,21,Line,academipad
17,383,2089,0.2279761904761905,0.41613545816733066,587,22,Line,academipad
18,990,1545,0.5892857142857143,0.30776892430278885,311,17,Line,academipad
19,547,1778,0.3255952380952381,0.3541832669322709,428,90,Text,academipad
20,1003,1003,0.5970238095238095,0.19980079681274898,147,28,Button,academipad
21,997,921,0.593452380952381,0.1834661354581673,49,31,Button,academipad
0,276,340,0.16428571428571428,0.08881922675026123,37,25,Icon,arablit.org
1,658,412,0.39166666666666666,0.10762800417972833,402,33,Text,arablit.org
2,642,774,0.3821428571428571,0.2021943573667712,438,69,Text,arablit.org
3,725,1332,0.4315476190476191,0.34796238244514105,181,53,Button,arablit.org
4,711,1144,0.4232142857142857,0.2988505747126437,306,259,Image,arablit.org
5,1115,1825,0.6636904761904762,0.4767502612330198,259,31,Input field,arablit.org
6,1116,1862,0.6642857142857143,0.4864158829676071,60,38,Button,arablit.org
7,1111,1815,0.6613095238095238,0.4741379310344828,267,92,Form,arablit.org
8,519,675,0.30892857142857144,0.17633228840125392,570,16,Line,arablit.org
9,282,677,0.16785714285714284,0.17685475444096133,223,14,Line,arablit.org
10,514,2812,0.30595238095238103,0.7345872518286312,575,20,Line,arablit.org
11,1112,2831,0.6619047619047619,0.7395506792058516,229,39,Button,arablit.org
12,564,3593,0.3357142857142857,0.9386102403343782,275,50,Input field,arablit.org
13,562,3565,0.3345238095238095,0.9312957157784744,80,25,Text,arablit.org
14,681,3439,0.4053571428571429,0.898380355276907,250,48,Button,arablit.org
15,1355,279,0.8065476190476191,0.07288401253918496,39,29,Icon,arablit.org
16,4,3,0.0023809523809523807,0.0007836990595611285,31,35,Icon,arablit.org
0,467,495,0.2779761904761905,0.01419599070807881,771,62,Navigation Menu,behindthefoodcarts.com
1,479,512,0.2851190476190476,0.014683529782901718,69,23,Text,behindthefoodcarts.com
2,857,515,0.5101190476190476,0.01476956609022341,69,21,Text,behindthefoodcarts.com
3,1110,511,0.6607142857142857,0.014654851013794488,32,31,Icon,behindthefoodcarts.com
4,1147,513,0.6827380952380953,0.014712208552008946,33,28,Icon,behindthefoodcarts.com
5,1190,509,0.7083333333333334,0.014597493475580028,28,31,Icon,behindthefoodcarts.com
6,495,625,0.29464285714285715,0.0179242306920187,696,53,Text,behindthefoodcarts.com
7,436,692,0.25952380952380955,0.019845708222203103,809,538,Image,behindthefoodcarts.com
8,434,2606,0.25833333333333336,0.07473687229344117,813,460,Video,behindthefoodcarts.com
9,428,3128,0.25476190476190474,0.08970718976741518,827,142,Text,behindthefoodcarts.com
10,433,4570,0.2577380952380952,0.13106197482004073,815,550,Image,behindthefoodcarts.com
0,376,160,0.22380952380952385,0.0040705217900119574,726,486,Image,beingmark.com
1,1124,349,0.669047619047619,0.00887882565446358,117,312,List,beingmark.com
2,1120,88,0.6666666666666666,0.0022387869845065765,199,77,Form,beingmark.com
3,1125,132,0.6696428571428571,0.0033581804767598648,67,27,Button,beingmark.com
4,1125,114,0.6696428571428571,0.0029002467753835195,180,20,Input field,beingmark.com
5,988,613,0.5880952380952381,0.01559518660798331,97,16,Text,beingmark.com
6,375,2181,0.22321428571428573,0.05548630015010049,729,486,Image,beingmark.com
7,986,2632,0.5869047619047619,0.06696008344569669,101,21,Text,beingmark.com
8,369,3238,0.21964285714285714,0.08237718472536698,131,46,Text,beingmark.com
9,375,7138,0.22321428571428573,0.18159615335690846,676,33,Text,beingmark.com
10,1242,989,0.7392857142857143,0.02516091281451141,49,25,Button,beingmark.com
0,1085,395,0.6458333333333334,0.015114410346674831,202,43,Text,blog.labguru.com
1,1047,248,0.6232142857142857,0.009489553837912298,277,279,Image,blog.labguru.com
2,355,635,0.2113095238095238,0.024297849544654474,669,39,Text,blog.labguru.com
3,350,583,0.20833333333333331,0.022308104385092217,496,40,Text,blog.labguru.com
4,1048,548,0.6238095238095238,0.020968852835386853,277,284,Image,blog.labguru.com
5,643,1398,0.3827380952380952,0.053493533328231424,253,60,Input field,blog.labguru.com
6,899,1398,0.5351190476190476,0.053493533328231424,138,61,Button,blog.labguru.com
7,641,1395,0.38154761904761897,0.05337874033825668,398,66,Form,blog.labguru.com
8,693,3036,0.4125,0.11617050585444247,292,199,Image,blog.labguru.com
9,354,5660,0.2107142857142857,0.21657610775235325,489,347,List,blog.labguru.com
10,1076,89,0.6404761904761904,0.0034055253692507844,243,32,Navigation Menu,blog.labguru.com
11,2,3,0.0011904761904761904,0.00011479298997474553,39,34,Icon,blog.labguru.com
12,690,2214,0.4107142857142857,0.08471722660136223,279,47,Text,blog.labguru.com
0,347,1,0.20654761904761906,8.485362749257531e-05,310,39,Form,blogs
1,435,10,0.25892857142857145,0.0008485362749257532,162,25,Input field,blogs
2,595,7,0.3541666666666667,0.0005939753924480273,54,32,Button,blogs
3,922,1,0.5488095238095239,8.485362749257531e-05,411,40,Navigation Menu,blogs
4,1014,9,0.6035714285714285,0.0007636826474331777,55,25,Text,blogs
5,1153,5,0.6863095238095238,0.0004242681374628765,59,31,Text,blogs
6,1238,185,0.7369047619047621,0.015697921086126432,86,33,Button,blogs
7,348,180,0.2071428571428572,0.015273652948663556,838,83,Navigation Menu,blogs
8,923,187,0.5494047619047621,0.01586762834111158,124,27,Input field,blogs
9,1051,189,0.6255952380952381,0.016037335596096734,125,26,Input field,blogs
10,355,857,0.2113095238095238,0.07271955876113702,627,261,Text,blogs
11,354,1230,0.2107142857142857,0.10436996181586763,620,12,Line,blogs
12,998,1775,0.594047619047619,0.15061518879932118,325,11,Line,blogs
13,373,47,0.2220238095238095,0.003988120492151039,108,118,Icon,blogs
14,486,79,0.2892857142857143,0.006703436571913449,225,51,Text,blogs
0,544,188,0.3238095238095238,0.030220221829287894,573,17,Line,body
1,342,413,0.20357142857142854,0.06638804050795692,42,39,Icon,body
2,386,413,0.22976190476190475,0.06638804050795692,42,41,Button,body
3,515,412,0.3065476190476191,0.06622729464716283,39,39,Icon,body
4,601,412,0.35773809523809524,0.06622729464716283,40,42,Icon,body
5,417,0,0.2482142857142857,0.0,819,50,Navigation Menu,body
6,599,13,0.35654761904761906,0.0020896961903230987,158,19,Text,body
7,842,14,0.5011904761904762,0.002250442051117184,95,23,Text,body
8,335,1004,0.19940476190476192,0.16138884423726088,353,222,Form,body
9,357,1113,0.2125,0.1789101430638161,311,41,Input field,body
10,358,1156,0.2130952380952381,0.18582221507796173,308,42,Button,body
11,407,1067,0.2422619047619048,0.1715158334672882,213,28,Text,body
12,336,2675,0.2,0.42999517762417616,354,353,Image,body
13,337,2575,0.2005952380952381,0.4139205915447677,274,32,Input field,body
14,609,2575,0.3625,0.4139205915447677,70,33,Button,body
15,735,2661,0.4375,0.4277447355730589,595,59,Text,body
0,209,375,0.12315851502651738,0.015284287752190746,28,28,Icon,cocoandmingo.com
1,336,375,0.1979964643488509,0.015284287752190746,29,30,Icon,cocoandmingo.com
2,994,107,0.5857395403653506,0.004361116771958428,503,48,Navigation Menu,cocoandmingo.com
3,1149,121,0.6770771950500883,0.004931730181373548,48,22,Text,cocoandmingo.com
4,1325,121,0.7807896287566294,0.004931730181373548,59,21,Text,cocoandmingo.com
5,175,1435,0.10312315851502653,0.058487874465049924,287,53,Input field,cocoandmingo.com
6,169,2000,0.0995875073659399,0.08151620134501733,300,209,Form,cocoandmingo.com
7,176,2051,0.10371243370654096,0.08359486447931526,260,35,Input field,cocoandmingo.com
8,177,2085,0.1043017088980554,0.08498063990218056,259,38,Input field,cocoandmingo.com
9,177,2123,0.1043017088980554,0.08652944772773588,260,38,Input field,cocoandmingo.com
10,171,2258,0.10076605774896877,0.09203179131852456,298,229,List,cocoandmingo.com
11,178,2283,0.10489098408956984,0.09305074383533728,284,19,Line,cocoandmingo.com
12,173,2537,0.10194460813199764,0.10340330140615447,295,15,Line,cocoandmingo.com
13,571,2699,0.3364761343547437,0.11000611371510087,759,75,Text,cocoandmingo.com
14,187,5113,0.11019446081319977,0.2083961687385368,266,261,Image,cocoandmingo.com
15,213,5199,0.12551561579257514,0.21190136539637253,214,59,Text,cocoandmingo.com
16,207,5266,0.12197996464348852,0.2146321581414306,228,20,Text,cocoandmingo.com
17,267,5337,0.15733647613435475,0.21752598328917871,104,21,Text,cocoandmingo.com
18,174,5490,0.10253388332351207,0.2237619726920725,290,55,Button,cocoandmingo.com
19,176,1408,0.10371243370654096,0.0573874057468922,287,17,Line,cocoandmingo.com
0,543,254,0.3232142857142857,0.09331373989713446,593,76,Navigation Menu,contact-joy
1,834,446,0.4964285714285714,0.16385011021307866,569,165,Text,contact-joy
2,924,860,0.55,0.31594415870683323,342,124,Form,contact-joy
3,1053,871,0.6267857142857143,0.3199853049228508,163,53,Input field,contact-joy
4,1052,925,0.6261904761904762,0.3398236590742101,93,55,Button,contact-joy
5,949,884,0.5648809523809524,0.3247612049963262,105,26,Text,contact-joy
6,564,1554,0.3357142857142857,0.5709037472446731,271,272,Image,contact-joy
7,953,1934,0.5672619047619047,0.7105069801616458,283,48,Input field,contact-joy
8,1025,1983,0.6101190476190477,0.7285084496693608,126,49,Button,contact-joy
9,1119,2130,0.6660714285714285,0.7825128581925055,218,451,List,contact-joy
0,363,215,0.21607142857142855,0.007275311315646995,932,55,Navigation Menu,deliberatereader.com
1,439,230,0.2613095238095238,0.0077828911748781815,63,25,Text,deliberatereader.com
2,1006,290,0.5988095238095238,0.009813210611802924,39,37,Icon,deliberatereader.com
3,1114,291,0.6630952380952381,0.009847049269085004,37,36,Icon,deliberatereader.com
4,1186,289,0.705952380952381,0.009779371954520845,37,39,Icon,deliberatereader.com
5,374,422,0.2226190476190476,0.01427991337303736,613,60,Text,deliberatereader.com
6,1000,1062,0.5952380952380952,0.035936654033567945,305,232,Form,deliberatereader.com
7,1100,1197,0.6547619047619048,0.04050487276664862,99,40,Button,deliberatereader.com
8,1073,1151,0.6386904761904761,0.03894829453167298,154,35,Input field,deliberatereader.com
9,1067,1107,0.6351190476190476,0.037459393611261514,165,25,Text,deliberatereader.com
10,1005,1313,0.5982142857142857,0.044430157011369785,185,45,Button,deliberatereader.com
11,1007,1426,0.5994047619047619,0.04825392528424472,202,39,Input field,deliberatereader.com
12,1207,1426,0.7184523809523811,0.04825392528424472,76,37,Button,deliberatereader.com
13,382,1474,0.2273809523809524,0.04987818083378452,606,14,Line,deliberatereader.com
14,380,1625,0.2261904761904762,0.05498781808337845,112,13,Line,deliberatereader.com
15,386,1693,0.22976190476190475,0.05728884677855984,96,30,Button,deliberatereader.com
16,391,1696,0.23273809523809524,0.057390362750406064,23,25,Icon,deliberatereader.com
17,560,1691,0.3333333333333333,0.05722116946399568,84,36,Button,deliberatereader.com
18,566,1697,0.33690476190476193,0.057424201407688134,23,23,Icon,deliberatereader.com
19,642,1690,0.3821428571428571,0.057187330806713586,91,36,Button,deliberatereader.com
20,645,1696,0.38392857142857145,0.057390362750406064,23,24,Icon,deliberatereader.com
21,699,1004,0.4160714285714286,0.033974011911207365,285,225,Text,deliberatereader.com
22,1002,3794,0.5964285714285714,0.1283838657282079,298,341,List,deliberatereader.com
0,1107,613,0.6589285714285714,0.03459563180766409,81,83,Icon,didyoumakethat.com
1,1189,696,0.7077380952380953,0.03927986906710311,79,80,Icon,didyoumakethat.com
2,1084,795,0.6452380952380953,0.044867091822337606,136,32,Input field,didyoumakethat.com
3,1216,795,0.7238095238095238,0.044867091822337606,55,32,Button,didyoumakethat.com
4,385,865,0.22916666666666666,0.0488176533664428,643,98,Text,didyoumakethat.com
5,387,981,0.23035714285714284,0.05536429821095999,646,512,Image,didyoumakethat.com
6,384,3563,0.22857142857142854,0.20108358259495454,442,38,Text,didyoumakethat.com
7,382,3235,0.2273809523809524,0.18257237993114736,498,172,List,didyoumakethat.com
8,388,250,0.23095238095238094,0.014109148371804282,50,24,Text,didyoumakethat.com
9,586,249,0.3488095238095238,0.014052711778317059,179,26,Text,didyoumakethat.com
10,373,244,0.2220238095238095,0.013770528810880976,606,37,Navigation Menu,didyoumakethat.com
11,359,25,0.21369047619047615,0.0014109148371804275,968,36,Line,didyoumakethat.com
12,1112,320,0.6619047619047619,0.01805970991590948,168,226,Image,didyoumakethat.com
13,1121,504,0.6672619047619047,0.028444043117557424,152,26,Text,didyoumakethat.com
14,1097,562,0.6529761904761905,0.031717365539816016,178,38,Button,didyoumakethat.com
15,1087,2106,0.6470238095238096,0.11885546588407925,206,130,Image,didyoumakethat.com
16,1092,2166,0.65,0.12224166149331228,104,62,Text,didyoumakethat.com
17,1100,2120,0.6547619047619048,0.11964557819290028,48,43,Text,didyoumakethat.com
0,1107,617,0.6589285714285714,0.031028413376917276,80,33,Text,drawandshoot.me
1,1108,655,0.6595238095238095,0.032939401558964035,186,53,Input field,drawandshoot.me
2,1108,936,0.6595238095238095,0.047070656273573035,273,38,Input field,drawandshoot.me
3,1106,985,0.6583333333333333,0.04953482524515967,167,72,Button,drawandshoot.me
4,1101,931,0.6553571428571429,0.04681921046014584,285,137,Form,drawandshoot.me
5,285,617,0.16964285714285715,0.031028413376917276,339,34,Text,drawandshoot.me
6,676,720,0.4023809523809524,0.03620819713351773,379,579,Image,drawandshoot.me
7,1105,1126,0.6577380952380952,0.056625597183806886,286,418,List,drawandshoot.me
8,1096,84,0.6523809523809524,0.004224289665577068,300,41,Navigation Menu,drawandshoot.me
9,280,142,0.16666666666666666,0.0071410611013326625,1114,24,Line,drawandshoot.me
10,284,171,0.16904761904761906,0.00859944681921046,1110,419,Image,drawandshoot.me
11,1101,1746,0.6553571428571429,0.08780487804878047,292,334,List,drawandshoot.me
12,1109,1863,0.6601190476190476,0.09368871008297712,282,16,Line,drawandshoot.me
0,393,166,0.23392857142857146,0.005332305419035688,897,266,Image,eatanddust.com
1,392,624,0.2333333333333333,0.020044328804085958,567,13,Line,eatanddust.com
2,387,553,0.23035714285714284,0.017763643956185154,250,31,Text,eatanddust.com
3,391,1102,0.23273809523809524,0.035398798625164624,575,434,Image,eatanddust.com
4,392,1612,0.2333333333333333,0.05178118274388873,546,96,Text,eatanddust.com
5,388,2782,0.23095238095238094,0.0893642992515499,518,284,List,eatanddust.com
6,1010,2862,0.6011904761904762,0.09193408499566348,300,383,List,eatanddust.com
7,387,3569,0.23035714285714284,0.11464456650926727,44,42,Icon,eatanddust.com
8,614,3567,0.3654761904761905,0.11458032186566446,37,45,Icon,eatanddust.com
9,388,3614,0.23095238095238094,0.11609007099033118,70,33,Button,eatanddust.com
10,388,4087,0.23095238095238094,0.13128392920240275,578,15,Line,eatanddust.com
11,1013,5462,0.6029761904761904,0.17545212167935498,283,44,Input field,eatanddust.com
12,384,5831,0.22857142857142854,0.18730525842407889,352,541,List,eatanddust.com
13,383,446,0.2279761904761905,0.014326555523433234,906,66,Navigation Menu,eatanddust.com
14,782,469,0.4654761904761905,0.015065368924865891,183,24,Text,eatanddust.com
15,500,3566,0.2976190476190476,0.11454819954386306,42,43,Icon,eatanddust.com
0,354,176,0.2107142857142857,0.037518652739288,576,45,Navigation Menu,escapebrooklyn.com
1,543,185,0.3232142857142857,0.03943722020891068,84,28,Text,escapebrooklyn.com
2,746,187,0.44404761904761897,0.0398635685354935,46,24,Text,escapebrooklyn.com
3,1192,184,0.7095238095238096,0.03922404604561927,22,26,Icon,escapebrooklyn.com
4,675,79,0.4017857142857143,0.01684075890002132,344,78,Text,escapebrooklyn.com
5,363,233,0.21607142857142855,0.049669580046898316,955,537,Image,escapebrooklyn.com
6,655,688,0.3898809523809524,0.14666382434448946,370,38,Text,escapebrooklyn.com
7,781,657,0.4648809523809524,0.14005542528245574,120,31,Text,escapebrooklyn.com
8,685,1173,0.4077380952380952,0.25005329354082284,286,83,Text,escapebrooklyn.com
9,686,2573,0.4083333333333333,0.5484971221487955,307,309,Image,escapebrooklyn.com
10,1003,2360,0.5970238095238095,0.5030910253677254,315,90,Text,escapebrooklyn.com
11,362,4297,0.2154761904761905,0.9160093796631849,953,230,Form,escapebrooklyn.com
12,366,4388,0.2178571428571429,0.935408228522703,430,37,Input field,escapebrooklyn.com
13,367,4453,0.21845238095238093,0.9492645491366446,432,41,Input field,escapebrooklyn.com
14,835,4384,0.4970238095238095,0.9345555318695374,431,44,Input field,escapebrooklyn.com
15,834,4456,0.4964285714285714,0.9499040716265188,102,44,Button,escapebrooklyn.com
16,1294,184,0.7702380952380953,0.03922404604561927,20,30,Icon,escapebrooklyn.com
17,685,1805,0.4077380952380952,0.3847793647409934,312,92,Text,escapebrooklyn.com
0,397,225,0.2358882947118241,0.10980966325036604,576,82,Text,eshebystephanie.blogspot.com
1,403,464,0.23945335710041596,0.2264519277696437,567,84,Text,eshebystephanie.blogspot.com
2,406,805,0.24123588829471185,0.3928745729624207,22,23,Button,eshebystephanie.blogspot.com
3,505,806,0.3000594177064765,0.3933626159102001,35,21,Button,eshebystephanie.blogspot.com
0,370,22,0.22023809523809526,0.007058068655758742,76,147,Image,glennaknits.com
1,370,22,0.22023809523809526,0.007058068655758742,76,147,Image,glennaknits.com
2,448,20,0.26666666666666666,0.006416426050689766,69,151,Image,glennaknits.com
3,520,18,0.30952380952380953,0.005774783445620789,76,153,Image,glennaknits.com
4,520,18,0.30952380952380953,0.005774783445620789,76,153,Image,glennaknits.com
5,597,20,0.3553571428571429,0.006416426050689766,488,151,Image,glennaknits.com
6,1084,16,0.6452380952380953,0.0051331408405518135,77,155,Image,glennaknits.com
7,1164,18,0.6928571428571428,0.005774783445620789,70,152,Image,glennaknits.com
8,1236,19,0.7357142857142858,0.0060956047481552774,76,152,Image,glennaknits.com
9,373,245,0.2220238095238095,0.07860121912094963,636,310,Image,glennaknits.com
10,373,245,0.2220238095238095,0.07860121912094963,636,310,Image,glennaknits.com
11,580,565,0.34523809523809523,0.1812640359319859,428,129,Text,glennaknits.com
12,580,565,0.34523809523809523,0.1812640359319859,428,129,Text,glennaknits.com
13,580,565,0.34523809523809523,0.1812640359319859,428,129,Text,glennaknits.com
14,580,565,0.34523809523809523,0.1812640359319859,428,129,Text,glennaknits.com
15,366,694,0.2178571428571429,0.22264998395893487,650,11,Line,glennaknits.com
16,370,725,0.22023809523809526,0.23259544433750398,152,227,Image,glennaknits.com
17,370,725,0.22023809523809526,0.23259544433750398,152,227,Image,glennaknits.com
18,548,720,0.3261904761904762,0.2309913378248316,468,235,Text,glennaknits.com
19,548,720,0.3261904761904762,0.2309913378248316,468,235,Text,glennaknits.com
20,1040,187,0.6190476190476191,0.059993583573949315,275,47,Navigation Menu,glennaknits.com
21,368,971,0.21904761904761905,0.3115174847609881,649,15,Line,glennaknits.com
22,368,1190,0.21904761904761905,0.3817773500160411,648,20,Line,glennaknits.com
23,369,1394,0.21964285714285714,0.4472248957330767,645,16,Line,glennaknits.com
24,365,1597,0.2172619047619048,0.5123516201475778,652,15,List,glennaknits.com
25,366,1798,0.2178571428571429,0.57683670195701,648,16,Line,glennaknits.com
26,367,2001,0.21845238095238093,0.641963426371511,652,13,Line,glennaknits.com
27,372,2203,0.22142857142857145,0.7067693294834777,644,15,Line,glennaknits.com
28,372,2203,0.22142857142857145,0.7067693294834777,644,15,Line,glennaknits.com
29,374,1001,0.2226190476190476,0.3211421238370228,148,102,Image,glennaknits.com
30,546,994,0.325,0.3188963747192813,471,173,Text,glennaknits.com
31,546,994,0.325,0.3188963747192813,471,173,Text,glennaknits.com
32,373,1228,0.2220238095238095,0.3939685595123516,149,99,Image,glennaknits.com
33,543,1219,0.3232142857142857,0.3910811677895412,473,168,Text,glennaknits.com
34,373,1423,0.2220238095238095,0.4565287135065768,147,103,Image,glennaknits.com
35,545,1423,0.3244047619047619,0.4565287135065768,469,165,Text,glennaknits.com
36,371,1627,0.22083333333333333,0.5219762592236125,152,100,Image,glennaknits.com
37,545,1622,0.3244047619047619,0.5203721527109401,471,171,Text,glennaknits.com
38,374,1833,0.2226190476190476,0.5880654475457171,150,81,Image,glennaknits.com
39,374,2035,0.2226190476190476,0.6528713506576836,147,95,Image,glennaknits.com
40,374,2236,0.2226190476190476,0.7173564324671158,150,95,Image,glennaknits.com
41,374,2236,0.2226190476190476,0.7173564324671158,150,95,Image,glennaknits.com
42,370,2432,0.22023809523809526,0.7802374077638755,153,100,Image,glennaknits.com
43,367,2400,0.21845238095238093,0.7699711260827719,646,18,Line,glennaknits.com
44,370,2605,0.22023809523809526,0.8357394931023421,642,17,Line,glennaknits.com
45,364,2705,0.21666666666666667,0.8678216233557908,952,24,Line,glennaknits.com
46,364,2705,0.21666666666666667,0.8678216233557908,952,24,Line,glennaknits.com
47,1077,2775,0.6410714285714286,0.8902791145332049,95,20,Input field,glennaknits.com
48,1172,2774,0.6976190476190476,0.8899582932306705,18,22,Button,glennaknits.com
49,1075,2773,0.6398809523809523,0.889637471928136,118,22,Form,glennaknits.com
